"day_index","ensemble_1","ensemble_2","ensemble_3","ensemble_4","ensemble_5","ensemble_6","ensemble_7","ensemble_8","ensemble_9","ensemble_10","ensemble_11","ensemble_12","ensemble_13","ensemble_14","ensemble_15","ensemble_16","ensemble_17","ensemble_18","ensemble_19","ensemble_20","ensemble_21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3,0.000180555565748364,6.01851843384793e-06,0,0,0.000347222230629995,9.25925917272252e-07,0,9.25925905903568e-06,1.8518518345445e-06,1.66666668519611e-05,0.00012037036503898,0,1.85185181180714e-05,9.25925905903568e-06,9.25925905903568e-06,0,0,1.85185181180714e-05,2.77777780866018e-05,4.62962952951784e-06,1.38888890433009e-05,1.38888890433009e-05,3.70370362361427e-05,1.15740740511683e-05,1.38888890433009e-05,0,5.55555561732035e-05,0,1.38888890433009e-05,4.62962952951784e-06,7.40740724722855e-05,9.25925917272252e-07,0,2.45370356424246e-05,4.62962952951784e-06,9.25925917272252e-07,0.000185185184818693,0,0.000143518511322327,0,6.11111099715345e-05,0
3,9.25925905903568e-06,4.62962952951784e-06,0,0,1.38888890433009e-05,4.62962952951784e-06,0,4.62962952951784e-06,9.25925917272252e-07,6.94444452165044e-06,6.01851843384793e-06,3.24074085256143e-06,5.09259234604542e-06,9.25925905903568e-06,0,4.62962952951784e-06,0,1.38888890433009e-05,0,9.25925905903568e-06,4.62962952951784e-06,1.06481484181131e-05,9.25925905903568e-06,6.94444452165044e-06,0,0,0,4.62962952951784e-06,2.36111100093694e-05,9.25925905903568e-06,4.62962952951784e-06,7.40740733817802e-06,1.38888890433009e-05,4.62962952951784e-06,1.8518518345445e-06,1.11111112346407e-05,0,0,4.62962952951784e-06,3.24074085256143e-06,4.62962952951784e-06,3.70370366908901e-06
4,9.25925905903568e-06,9.25925905903568e-06,0,0,2.31481481023366e-05,0,0,0,0,0,4.62962952951784e-06,9.25925905903568e-06,4.16666671299026e-06,9.25925905903568e-06,0,4.62962952951784e-06,4.62962952951784e-06,4.62962952951784e-06,0,6.48148170512286e-06,9.25925905903568e-06,0,1.8518518345445e-06,1.06481484181131e-05,9.25925917272252e-07,0,9.25925905903568e-06,9.25925905903568e-06,6.01851843384793e-06,1.38888890433009e-05,4.62962952951784e-06,7.40740733817802e-06,9.25925905903568e-06,1.38888890433009e-05,4.62962952951784e-06,0,4.62962952951784e-06,0,4.62962952951784e-06,0,9.25925905903568e-06,0
4,9.25925905903568e-06,9.25925905903568e-06,0,0,1.38888890433009e-05,9.25925905903568e-06,0,4.62962952951784e-06,0,1.38888890433009e-05,9.25925905903568e-06,9.25925905903568e-06,4.62962952951784e-06,4.62962952951784e-06,0,1.85185181180714e-05,0,0,4.62962952951784e-06,9.25925905903568e-06,5.09259234604542e-06,4.62962952951784e-06,5.09259234604542e-06,6.94444452165044e-06,4.62962952951784e-06,4.62962952951784e-06,4.62962952951784e-06,4.62962952951784e-06,9.25925905903568e-06,0,4.62962952951784e-06,0,4.62962952951784e-06,4.62962952951784e-06,0,4.62962952951784e-06,0,4.62962952951784e-06,4.62962952951784e-06,0,9.25925905903568e-06,0
4,1.38888890433009e-05,4.62962952951784e-06,4.62962952951784e-06,0,9.25925905903568e-06,0,0,0,9.25925905903568e-06,0,1.38888890433009e-05,0,4.62962952951784e-06,0,4.62962952951784e-06,0,0,0,0,0,4.62962952951784e-06,0,6.01851843384793e-06,9.25925917272252e-07,9.25925905903568e-06,0,0,0,1.38888890433009e-05,0,1.38888890433009e-05,0,4.62962952951784e-06,0,0,1.38888890433009e-05,0,4.62962952951784e-06,4.62962952951784e-06,0,2.31481481023366e-05,4.62962952951784e-06
4,4.62962952951784e-06,0,4.62962952951784e-06,4.62962952951784e-06,4.62962952951784e-06,0,0,0,0,0,9.25925905903568e-06,0,4.62962952951784e-06,0,0,0,0,0,6.01851843384793e-06,0,0,9.25925905903568e-06,4.62962952951784e-06,0,4.62962952951784e-06,0,0,0,4.62962952951784e-06,0,0,0,0,0,4.62962952951784e-06,0,0,0,0,0,4.62962952951784e-06,0
5,0,9.25925905903568e-06,9.25925905903568e-06,1.85185181180714e-05,0,0,0,0,0,0,0,0,0,1.38888890433009e-05,0,0,0,1.20370368676959e-05,0,9.25925905903568e-06,0,2.77777780866018e-05,0,0,0,0,0,2.77777780866018e-05,0,2.31481481023366e-05,0,9.25925905903568e-06,4.62962952951784e-06,4.62962952951784e-06,0,0,4.62962952951784e-06,0,4.62962952951784e-06,4.62962952951784e-06,0,0
5,4.62962952951784e-06,4.62962952951784e-06,9.25925905903568e-06,1.38888890433009e-05,3.70370366908901e-06,9.25925917272252e-07,0,9.25925905903568e-06,0,0,0,0,4.62962952951784e-06,9.25925905903568e-06,4.62962952951784e-06,0,0,8.79629624250811e-06,4.62962952951784e-06,1.38888890433009e-05,0,1.85185181180714e-05,1.85185181180714e-05,0,0,0,9.25925917272252e-07,1.85185181180714e-05,0,9.72222187556326e-06,0,0,9.25925905903568e-06,4.62962952951784e-06,0,0,0,0,2.31481481023366e-05,4.62962952951784e-06,9.25925905903568e-06,0
5,4.62962952951784e-06,0,4.62962952951784e-06,0,4.62962952951784e-06,0,0,1.8518518345445e-06,1.8518518345445e-06,0,0,0,0,1.8518518345445e-06,2.12962968362262e-05,9.25925917272252e-07,0,0,0,4.62962952951784e-06,0,0,0,0,0,0,0,0,0,9.25925917272252e-07,4.62962952951784e-06,9.25925917272252e-07,4.62962952951784e-06,0,0,0,0,0,1.80555543920491e-05,1.8518518345445e-06,4.62962952951784e-06,0
5,0,9.25925917272252e-07,0,0,5.55555561732035e-06,0,4.62962952951784e-06,0,0,0,0,6.48148170512286e-06,0,0,5.09259234604542e-06,0,0,0,9.25925917272252e-07,0,0,0,0,0,0,0,0,9.25925905903568e-06,5.09259234604542e-06,5.55555561732035e-06,0,0,1.38888890433009e-06,9.25925917272252e-07,0,0,0,0,2.77777780866018e-06,0,2.77777780866018e-06,0
6,9.25925917272252e-07,0,0,0,0,0,9.25925917272252e-07,0,0,0,0,9.25925905903568e-06,0,0,0,0,0,0,9.25925917272252e-07,0,0,9.25925917272252e-07,0,0,0,0,0,1.85185181180714e-05,4.62962952951784e-06,1.8518518345445e-06,0,0,0,0,0,0,0,0,0,0,9.25925917272252e-07,0
6,0,0,0,0,0,0,9.25925917272252e-07,0,0,0,0,4.16666671299026e-06,0,0,0,0,0,0,0,0,0,1.38888890433009e-06,0,0,0,0,0,5.55555561732035e-06,2.31481476475892e-06,1.8518518345445e-06,0,0,0,0,0,0,0,0,0,0,0,9.25925917272252e-07
6,0,0,0,0,0,0,0,0,0,0,9.25925917272252e-07,0,0,0,0,0,0,0,0,1.89814818440937e-05,0,0,0,0,0,0,1.8518518345445e-06,1.06481484181131e-05,0,0,0,0,4.62962958636126e-07,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1.38888890433009e-06,0,0,0,2.77777780866018e-06,0,0,0,0,0,0,0,0,0,1.4814814676356e-05,0,2.77777780866018e-06,0,0,2.77777780866018e-06,0,1.38888890433009e-06,1.38888890433009e-05,0,0,0,0,2.68518506345572e-05,9.25925917272252e-07,0,0,0,0,0,0,0,0
7,0,0,0,3.70370366908901e-06,0,0,0,0,0,9.25925905903568e-06,0,1.8518518345445e-06,0,0,4.81481474707834e-05,0,0,4.16666671299026e-06,0,0,0,1.15740740511683e-05,9.25925917272252e-07,0,1.8518518345445e-06,0,4.16666671299026e-06,4.62962952951784e-06,0,0,0,0,6.94444452165044e-06,4.16666671299026e-06,0,2.0833333110204e-05,0,0,0,0,0,0
7,0,0,0,4.16666671299026e-06,1.8518518345445e-06,0,0,0,0,9.25925917272252e-07,0,0,0,0,8.33333342598053e-06,0,0,0,0,0,0,6.94444452165044e-06,0,0,4.62962952951784e-06,0.000106481478724163,9.25925917272252e-07,0,0,0,0,0,1.8518518345445e-06,9.25925917272252e-07,0,2.31481481023366e-05,1.62037031259388e-05,0,0,0,0,0
7,0,4.62962952951784e-06,0,1.38888890433009e-06,3.70370362361427e-05,9.25925917272252e-07,6.48148170512286e-06,0,0,0,0,0,0,0,9.25925917272252e-07,0,0,3.70370366908901e-06,0.000200925933313556,0,9.25925917272252e-07,8.79629624250811e-06,0,0,1.85185181180714e-05,0,4.62962952951784e-06,0,0,0,9.25925917272252e-07,0,2.31481476475892e-06,0,0,6.48148170512286e-06,1.75925924850162e-05,0,0,0,0,3.24074085256143e-06
7,0,0,4.62962952951784e-06,0,2.40740737353917e-05,0,6.38888886896893e-05,1.38888890433009e-05,4.62962962046731e-05,0,0,4.62962952951784e-06,0,0,9.25925917272252e-07,0,6.01851843384793e-06,9.25925905903568e-06,2.96296293527121e-05,0,0,0,0,5.32407393620815e-05,3.70370366908901e-06,9.25925917272252e-07,0,0,0.000119444441224914,0,2.0833333110204e-05,0,9.25925917272252e-07,1.38888890433009e-06,1.75925924850162e-05,0,1.34259253172786e-05,0.000133796303998679,0,4.62962952951784e-06,0,0
8,0,1.11111112346407e-05,9.25925917272252e-07,0,6.01851843384793e-06,0,8.84259279700927e-05,4.58333342976402e-05,0,0,0,2.31481476475892e-06,9.25925917272252e-07,0,0,0,0,4.16666671299026e-06,9.25925917272252e-07,4.16666671299026e-06,0,1.8518518345445e-06,9.25925905903568e-06,2.22222224692814e-05,0,0,0,0,0.000181944444193505,0,0,0,0,0,1.4814814676356e-05,0,9.25925905903568e-06,1.38888890433009e-06,0,2.31481481023366e-05,0,0
8,0.000134259258629754,1.38888890433009e-06,1.85185181180714e-05,0,0,4.62962952951784e-06,3.3796295610955e-05,9.25925905903568e-06,0,0,0,8.93518517841585e-05,0.000428703700890765,0,0,0,0,4.90740712848492e-05,1.8518518345445e-06,1.52777774928836e-05,0,7.54629654693417e-05,1.38888890433009e-05,4.62962952951784e-06,0,9.25925917272252e-07,0,0,4.16666671299026e-06,0,0,1.29629634102457e-05,0,0,0,3.24074062518775e-05,0,0,0,1.80555543920491e-05,0,7.87037060945295e-06
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
